iter	RMSE
1664	1.041619871
1665	1.04146791
1666	1.041275842
1667	1.041191991
1668	1.041089938
1669	1.040797421
1670	1.040557218
1671	1.040535443
1672	1.040366832
1673	1.040244348
1674	1.040010659
1675	1.039956935
1676	1.039854294
1677	1.039721169
1678	1.039488293
1679	1.039425541
1680	1.039260323
1681	1.039184623
1682	1.03909875
1683	1.038980588
1684	1.038861693
1685	1.038815399
1686	1.038713443
1687	1.038687173
1688	1.038684852
1689	1.038584043
1690	1.038520078
1691	1.038406786
1692	1.038241181
1693	1.038074468
1694	1.038044538
1695	1.038033498
1696	1.037932427
1697	1.037819702
1698	1.03775672
1699	1.03762785
1700	1.037582846
1701	1.037425599
1702	1.037363426
1703	1.037258337
1704	1.037044457
1705	1.03689598
1706	1.036873958
1707	1.036794452
1708	1.036564212
1709	1.036125814
1710	1.036004517
1711	1.035898975
1712	1.035763547
1713	1.035570608
1714	1.035531311
1715	1.035430282
1716	1.035191948
1717	1.035039345
1718	1.034962982
1719	1.034961228
1720	1.034719983
1721	1.034639354
1722	1.034566156
1723	1.034513742
1724	1.034488081
1725	1.034398127
1726	1.0343529
1727	1.034286305
1728	1.034123436
1729	1.034011241
1730	1.033661696
1731	1.033546939
1732	1.033442288
1733	1.033273177
1734	1.033230254
1735	1.033110949
1736	1.032994057
1737	1.032953116
1738	1.032719273
1739	1.032601992
1740	1.032528104
1741	1.032503418
1742	1.03246437
1743	1.03236812
1744	1.032187214
1745	1.032136886
1746	1.032045538
1747	1.032027059
1748	1.031837522
1749	1.031760287
1750	1.03158894
1751	1.031483316
1752	1.031417423
1753	1.031355744
1754	1.031199774
1755	1.031147216
1756	1.030962189
1757	1.030863932
1758	1.030748859
1759	1.030518755
1760	1.030442808
1761	1.030329135
1762	1.030273289
1763	1.030251434
1764	1.030133503
1765	1.030101027
1766	1.030059028
1767	1.029996156
1768	1.029797525
1769	1.02975425
1770	1.029665308
1771	1.02954749
1772	1.029462467
1773	1.029427612
1774	1.029328044
1775	1.029115164
1776	1.028798785
1777	1.028640456
1778	1.028476255
1779	1.028367052
1780	1.028069367
1781	1.02791415
1782	1.027838693
1783	1.027696279
1784	1.02751355
1785	1.027483709
1786	1.027403014
1787	1.027266859
1788	1.026991601
1789	1.026867039
1790	1.026717032
1791	1.026636564
1792	1.026572235
1793	1.026507991
1794	1.026374366
1795	1.02634453
1796	1.026221711
1797	1.026132795
1798	1.025912969
1799	1.025693267
1800	1.025659929
1801	1.025605996
1802	1.025578567
1803	1.02548393
1804	1.025364245
1805	1.025217854
1806	1.025159704
1807	1.025100917
1808	1.024967912
1809	1.024915451
1810	1.02479883
1811	1.024776067
1812	1.024527646
1813	1.024402629
1814	1.024239548
1815	1.023949947
1816	1.023718999
1817	1.023602
1818	1.023488083
1819	1.023309002
1820	1.023148958
1821	1.022946496
1822	1.022934524
1823	1.022806249
1824	1.022686869
1825	1.022502165
1826	1.022324129
1827	1.022288341
1828	1.022035167
1829	1.021788829
1830	1.0217363
1831	1.0216316
1832	1.021418707
1833	1.021375047
1834	1.021003502
1835	1.020921309
1836	1.020772509
1837	1.020632848
1838	1.020588021
1839	1.020395702
1840	1.020197662
1841	1.020134442
1842	1.020051132
1843	1.019957556
1844	1.01984016
1845	1.019712838
1846	1.019649369
1847	1.019583516
1848	1.019492124
1849	1.019418626
1850	1.019306864
1851	1.019240075
1852	1.019197003
1853	1.019018304
1854	1.018772017
1855	1.018722655
1856	1.018661353
1857	1.018560012
1858	1.018513279
1859	1.018386687
1860	1.018290454
1861	1.018265078
1862	1.018145344
1863	1.018024562
1864	1.017943731
1865	1.017866022
1866	1.017764348
1867	1.017750036
1868	1.01770706
1869	1.017609493
1870	1.017574046
1871	1.01745876
1872	1.017451953
1873	1.017450491
1874	1.017238232
1875	1.017153112
1876	1.017137714
1877	1.017075733
1878	1.017021763
1879	1.016712227
1880	1.016611028
1881	1.016581373
1882	1.016372182
1883	1.016284201
1884	1.016094354
1885	1.015928962
1886	1.015835766
1887	1.015804621
1888	1.015799858
1889	1.015587288
1890	1.015470733
1891	1.015213964
1892	1.01504841
1893	1.014982764
1894	1.014802649
1895	1.014612129
1896	1.014515789
1897	1.014471638
1898	1.014422059
1899	1.014420199
1900	1.014255421
1901	1.014215451
1902	1.01400559
1903	1.013935789
1904	1.013866642
1905	1.013821704
1906	1.013790693
1907	1.013740901
1908	1.013609188
1909	1.013378889
1910	1.013263701
1911	1.0131849
1912	1.013136184
1913	1.012995622
1914	1.012897014
1915	1.012799744
1916	1.012505143
1917	1.012488509
1918	1.012363547
1919	1.012257792
1920	1.012110064
1921	1.012025687
1922	1.011956786
1923	1.011933473
1924	1.011662727
1925	1.011503101
1926	1.011497932
1927	1.011298001
1928	1.011239189
1929	1.010949575
1930	1.010911658
1931	1.010760011
1932	1.010665326
1933	1.010528597
1934	1.010493682
1935	1.010177656
1936	1.009858347
1937	1.009775769
1938	1.009753675
1939	1.009671151
1940	1.009621268
1941	1.009406675
1942	1.009332388
1943	1.009219417
1944	1.00915644
1945	1.009038004
1946	1.009019606
1947	1.008715524
1948	1.00866044
1949	1.008568689
1950	1.008515486
1951	1.008228546
1952	1.008063934
1953	1.008016788
1954	1.007928099
1955	1.007873262
1956	1.007732815
1957	1.007496393
1958	1.007454899
1959	1.007312839
1960	1.007173388
1961	1.006792069
1962	1.006752408
1963	1.006472669
1964	1.006320333
1965	1.006301798
1966	1.006237482
1967	1.006161122
1968	1.006135014
1969	1.005950733
1970	1.005694894
1971	1.005559896
1972	1.005455871
1973	1.005330554
1974	1.005074738
1975	1.005006377
1976	1.004815343
1977	1.004711646
1978	1.004651206
1979	1.004615291
1980	1.004598892
1981	1.00456792
1982	1.004392927
1983	1.004041172
1984	1.004031294
1985	1.003900609
1986	1.00375568
1987	1.003586673
1988	1.003518901
1989	1.003357758
1990	1.003294203
1991	1.00321673
1992	1.003141741
1993	1.003090965
1994	1.003060795
1995	1.002996595
1996	1.002809418
1997	1.002651916
1998	1.002587317
1999	1.00243994
2000	1.002418239
2001	1.002390864
2002	1.002339455
2003	1.00189922
2004	1.001787838
2005	1.001634472
2006	1.001535453
2007	1.001534188
2008	1.001232501
2009	1.001207071
2010	1.001108792
2011	1.00110508
2012	1.001097158
2013	1.00094501
2014	1.00083954
2015	1.000760215
2016	1.00047965
2017	1.000347064
2018	1.000340769
2019	1.000278127
2020	1.000265895
2021	0.9999907073
2022	0.9998359923
2023	0.9997159817
2024	0.9996606831
2025	0.9995814182
2026	0.999449456
2027	0.9993642914
2028	0.9991577777
2029	0.9990517165
2030	0.9989401417
2031	0.9988018484
2032	0.9987542175
2033	0.9984462597
2034	0.9984228163
2035	0.9979954515
2036	0.997986562
2037	0.9979291686
2038	0.9977876653
2039	0.9975445906
2040	0.9974791953
2041	0.9973345063
2042	0.9972584693
2043	0.9971688419
2044	0.9971394823
2045	0.9970390593
2046	0.9968501927
2047	0.9967835823
2048	0.9967603931
2049	0.9966432965
2050	0.9964193039
2051	0.9962399251
2052	0.996178565
2053	0.9959728683
2054	0.9957916415
2055	0.9956727108
2056	0.9955274888
2057	0.9954534855
2058	0.9954177374
2059	0.995343818
2060	0.9952006387
2061	0.9951120974
2062	0.9950412485
2063	0.9948851301
2064	0.9947674556
2065	0.994695723
2066	0.9946782816
2067	0.9945582478
2068	0.9944881066
2069	0.9944701625
2070	0.994321228
2071	0.994181732
2072	0.9940246516
2073	0.9939266024
2074	0.9938059468
2075	0.9937327302
2076	0.9935379673
2077	0.9934751514
2078	0.9934109449
2079	0.9933344717
2080	0.9931106029
2081	0.9928853444
2082	0.9927941069
2083	0.9926897431
2084	0.9925589905
2085	0.9925120593
2086	0.9923947213
2087	0.9923364935
2088	0.9921683152
2089	0.9919926203
2090	0.9919558266
2091	0.9917886267
2092	0.9917679258
2093	0.9915189782
2094	0.9912726054
2095	0.9911041266
2096	0.9908992884
2097	0.990779235
2098	0.9905289131
2099	0.990279134
2100	0.9902299932
2101	0.9901845723
2102	0.9901832667
2103	0.990112778
2104	0.990062863
2105	0.9899889297
2106	0.9899558302
2107	0.9899360936
2108	0.989820897
2109	0.9897838332
2110	0.9897337283
2111	0.9897232628
2112	0.9894844336
2113	0.989427741
2114	0.9892584587
2115	0.9891752411
2116	0.9890963316
2117	0.9890315728
2118	0.9889030127
2119	0.9887276606
2120	0.9886175765
2121	0.9885986732
2122	0.9884156295
2123	0.9883917469
2124	0.9883274432
2125	0.9882867319
2126	0.9882633007
2127	0.9881284611
2128	0.9880197946
2129	0.9879266038
2130	0.9878297237
2131	0.9877171505
2132	0.9875226455
2133	0.9873745776
2134	0.9873671686
2135	0.9873548518
2136	0.9872545533
2137	0.9872065648
2138	0.9871666304
2139	0.9869171238
2140	0.9868703624
2141	0.9868044571
2142	0.9866270414
2143	0.9865341195
2144	0.9864785915
2145	0.9863091064
2146	0.9862035878
2147	0.9861004036
2148	0.9860645787
2149	0.9858820968
2150	0.9858105155
2151	0.9856537251
2152	0.9855197409
2153	0.9854685379
2154	0.9852911864
2155	0.9851530229
2156	0.9850434727
2157	0.9849922186
2158	0.9849442586
2159	0.9848733728
2160	0.9847839849
2161	0.9847732659
2162	0.9845841791
2163	0.9844176223
2164	0.9843189527
2165	0.9842279417
2166	0.9841951104
2167	0.9841407582
2168	0.9840816911
2169	0.9839862347
2170	0.9839471045
2171	0.983889169
2172	0.9837452105
2173	0.9834469186
2174	0.9832485773
2175	0.9831519518
2176	0.9829943422
2177	0.9828093706
2178	0.9826937823
2179	0.9826307513
2180	0.9826006762
2181	0.9823582385
2182	0.9821313755
2183	0.9820800001
2184	0.9820366115
2185	0.9819782181
2186	0.9819557209
2187	0.9818485523
2188	0.9817156575
2189	0.9815959842
2190	0.981418726
2191	0.9812909995
2192	0.981266045
2193	0.9812064512
2194	0.9811355211
2195	0.9809768727
2196	0.9809629537
2197	0.9808681389
2198	0.9806965132
2199	0.9806634893
2200	0.9806389903
2201	0.9805675838
2202	0.9804089339
2203	0.9801973776
2204	0.9800616244
2205	0.9800337721
2206	0.9799483753
2207	0.9798714847
2208	0.9797946928
2209	0.9797527374
2210	0.9796671724
2211	0.9794356469
2212	0.9794204593
2213	0.9794105929
2214	0.979222007
2215	0.9790370997
2216	0.979010609
2217	0.978959137
2218	0.9787549933
2219	0.9786504163
2220	0.9786376748
2221	0.9785852766
2222	0.9785553289
2223	0.9783062392
2224	0.9782484318
2225	0.9781241966
2226	0.9780557562
2227	0.9779724664
2228	0.9779157377
2229	0.9778168992
2230	0.9776004229
2231	0.9775378476
2232	0.9773616073
2233	0.9772799783
2234	0.9771041821
2235	0.9769963279
2236	0.9769398056
2237	0.9768563516
2238	0.976852966
2239	0.976830976
2240	0.9767279774
2241	0.9767045704
2242	0.9766157691
2243	0.9765718847
2244	0.9764772363
2245	0.9763737318
2246	0.9762971484
2247	0.9762480014
2248	0.9760054395
2249	0.9758988384
2250	0.975717944
2251	0.9756616652
2252	0.9756493863
2253	0.9755494232
2254	0.9753998171
2255	0.9753119403
2256	0.9751779848
2257	0.9750350695
2258	0.9749856217
2259	0.9749337349
2260	0.9747305613
2261	0.9745558577
2262	0.9744527246
2263	0.9742965826
2264	0.9742816321
2265	0.9741330624
2266	0.9739416407
2267	0.9738127884
2268	0.9737830392
2269	0.9736576103
2270	0.973422386
2271	0.9733366903
2272	0.9732916994
2273	0.973220164
2274	0.9731401293
2275	0.9728893494
2276	0.9727971059
2277	0.9726668801
2278	0.9723387391
2279	0.9722313948
2280	0.9720779156
2281	0.9720392618
2282	0.9719823185
2283	0.9718700653
2284	0.9717859621
2285	0.9717269352
2286	0.9717048901
2287	0.971640343
2288	0.9716047262
2289	0.9714205712
2290	0.9713584257
2291	0.9713034264
2292	0.9711877989
2293	0.9711007717
2294	0.9709890948
2295	0.9709104404
2296	0.9707634599
2297	0.9706978695
2298	0.9705759186
2299	0.9705310704
2300	0.9704713317
2301	0.9703258781
2302	0.9702788934
2303	0.9702011015
2304	0.970103032
2305	0.9699343582
2306	0.9699220495
2307	0.9698883663
2308	0.9697111646
2309	0.9696703397
2310	0.9695761125
2311	0.9694844839
2312	0.9694414133
2313	0.9693819406
2314	0.9692392025
2315	0.9691726059
2316	0.968989044
2317	0.9689719944
2318	0.9687050481
2319	0.9686636485
2320	0.9685789543
2321	0.9685652359
2322	0.9684780813
2323	0.9683776412
2324	0.9682595762
2325	0.9682174573
2326	0.9680730319
2327	0.9679857924
2328	0.9679565248
2329	0.9678825547
2330	0.9677346455
2331	0.9676286604
2332	0.9675762438
2333	0.9675090214
2334	0.9674065425
2335	0.9673106118
2336	0.9672924088
2337	0.9672017401
2338	0.9671719424
2339	0.9668565414
2340	0.9667973762
2341	0.9666961974
2342	0.9666052237
2343	0.9665855529
2344	0.9664752119
2345	0.9663918928
2346	0.9662700207
2347	0.9661789609
2348	0.9660290325
2349	0.9659402966
2350	0.9658322255
2351	0.9658226282
2352	0.9658211579
2353	0.9656214402
2354	0.9652906142
2355	0.9650672314
2356	0.9650085813
2357	0.9649452374
2358	0.9649150853
2359	0.9648594809
2360	0.9648293347
2361	0.96477905
2362	0.964704654
2363	0.9645670386
2364	0.9644939196
2365	0.9644310383
2366	0.9644098048
2367	0.9643026489
2368	0.9641507353
2369	0.9640701379
2370	0.9638765732
2371	0.9637709265
2372	0.9636610779
2373	0.9636604466
2374	0.9636174843
2375	0.9634937725
2376	0.9634442428
2377	0.9633363311
2378	0.9632926868
2379	0.963254892
2380	0.9631779819
2381	0.963028259
2382	0.9629308209
2383	0.9627200715
2384	0.9627133161
2385	0.9626966684
2386	0.9626391107
2387	0.9625654704
2388	0.9624129376
2389	0.9624115881
2390	0.9623553298
2391	0.9623015622
2392	0.9622839562
2393	0.9622626024
2394	0.962260019
2395	0.9622139892
2396	0.9621392153
2397	0.9619838528
2398	0.9619257123
2399	0.9618788439
2400	0.9618217006
2401	0.9617190732
2402	0.9616598872
2403	0.9616402745
2404	0.9615575415
2405	0.9615464185
2406	0.961478576
2407	0.9614628651
2408	0.9612973504
2409	0.9611616636
2410	0.9610610268
2411	0.9610384622
2412	0.9609498332
2413	0.9608554425
2414	0.9607796693
2415	0.9607340977
2416	0.960670517
2417	0.9606196543
2418	0.9605581553
2419	0.9604143127
2420	0.9603468775
2421	0.9602627772
2422	0.960077444
2423	0.9599276277
2424	0.9598910589
2425	0.9596617721
2426	0.9596508154
2427	0.9595435626
2428	0.9594651748
2429	0.9593896918
2430	0.9593148713
2431	0.9591074135
2432	0.9590347304
2433	0.9589122046
2434	0.9588483247
2435	0.9587682038
2436	0.9587331325
2437	0.9586411898
2438	0.9585679377
2439	0.9585205294
2440	0.9582995874
2441	0.9581777527
2442	0.9580269996
2443	0.9578629613
2444	0.9576682005
2445	0.9576601715
2446	0.9575502353
2447	0.957520118
2448	0.9574586606
2449	0.9572474018
2450	0.9570648253
2451	0.9570215692
2452	0.9569684686
2453	0.9569668416
2454	0.9569567288
2455	0.9569481008
2456	0.9568620749
2457	0.9566333999
2458	0.9564150494
2459	0.956359468
2460	0.9563403792
2461	0.9563355185
2462	0.9562440535
2463	0.9562180823
2464	0.9561551918
2465	0.9561517076
2466	0.9560156029
2467	0.955889143
2468	0.9558223187
2469	0.9557727129
2470	0.9557277981
2471	0.9556919848
2472	0.9555886658
2473	0.955530307
2474	0.9554852031
2475	0.9554652807
2476	0.9553729273
2477	0.9553434787
2478	0.9552874715
2479	0.9551338005
2480	0.9551068899
2481	0.9550685081
2482	0.9550193628
2483	0.9549408045
2484	0.9548308759
2485	0.9547551416
2486	0.9546184796
2487	0.9546069801
2488	0.9545867712
2489	0.9545012288
2490	0.9542959174
2491	0.954199066
2492	0.9541338521
2493	0.9540366986
2494	0.9539720038
2495	0.9539658852
2496	0.953821343
2497	0.9537276241
2498	0.9537054285
2499	0.9536448384
2500	0.9534800728
2501	0.9533732951
2502	0.9532940835
2503	0.9532133461
2504	0.9531692198
2505	0.9530402598
2506	0.9528689987
2507	0.9525352564
2508	0.9523333371
2509	0.9522891669
2510	0.9521830042
2511	0.9521438594
2512	0.9520134206
2513	0.9519378146
2514	0.9519012038
2515	0.9518771874
2516	0.9517708671
2517	0.9517031904
2518	0.9516574477
2519	0.9516509551
2520	0.9515864438
2521	0.9515216782
2522	0.9512615218
2523	0.9512064275
2524	0.9511155825
2525	0.9510765045
2526	0.9509967419
2527	0.9508298189
2528	0.9506842227
2529	0.9506072586
2530	0.9504335744
2531	0.9504098539
2532	0.9502910754
2533	0.9501899279
2534	0.9501641282
2535	0.9501633993
2536	0.950110649
2537	0.950045475
2538	0.9500183723
2539	0.9499095892
2540	0.9498823152
2541	0.9497960744
2542	0.9495752078
2543	0.9495138408
2544	0.9495057706
2545	0.9493266298
2546	0.9492616205
2547	0.9492035557
2548	0.9491876638
2549	0.9490536134
2550	0.9490006607
2551	0.9488999666
2552	0.9488262507
2553	0.9486774126
2554	0.9485815343
2555	0.948503529
2556	0.9483458008
2557	0.9483291585
2558	0.9483056562
2559	0.9482963567
2560	0.9482645599
2561	0.9482302236
2562	0.9482058988
2563	0.9481395771
2564	0.948124024
2565	0.9480148352
2566	0.9478711603
2567	0.9477959199
2568	0.9477923638
2569	0.9477874149
2570	0.9476011562
2571	0.9475008979
2572	0.9473748672
2573	0.9473032875
2574	0.9472616482
2575	0.9472036658
2576	0.9471664544
2577	0.9471522117
2578	0.947121229
2579	0.9470221082
2580	0.9470178461
2581	0.9469489412
2582	0.9468908194
2583	0.9467095282
2584	0.9466596795
2585	0.9466183654
2586	0.9465664103
2587	0.9463913242
2588	0.9462850962
2589	0.9462141325
2590	0.9461663798
2591	0.9460529537
2592	0.9459572477
2593	0.9459225399
2594	0.9458421787
2595	0.9457098235
2596	0.9456491757
2597	0.945608346
2598	0.9454942167
2599	0.9454066997
2600	0.945383947
2601	0.9453251345
2602	0.9452013333
2603	0.945172022
2604	0.9450610846
2605	0.9450062996
2606	0.9449404288
2607	0.944824907
2608	0.9447905576
2609	0.9447299423
2610	0.9446134477
2611	0.9444635327
2612	0.9443912671
2613	0.9443513699
2614	0.944280839
2615	0.944199082
2616	0.9441631472
2617	0.9441297799
2618	0.9440786888
2619	0.9438413309
2620	0.9437922316
2621	0.9437241874
2622	0.9436686175
2623	0.9435584461
2624	0.9435227352
2625	0.9433526299
2626	0.9432363987
2627	0.9431628874
2628	0.9429887299
2629	0.9429413875
2630	0.9428272585
2631	0.9427660708
2632	0.9426034929
2633	0.9425438711
2634	0.9424360452
2635	0.9423209746
2636	0.942215658
2637	0.9421587633
2638	0.9420900419
2639	0.9419099495
2640	0.9418221703
2641	0.9417481252
2642	0.9416981613
2643	0.941626593
2644	0.9415551812
2645	0.9414656812
2646	0.9414388008
2647	0.9413251505
2648	0.9413074127
2649	0.9412617958
2650	0.9412081069
2651	0.9411308425
2652	0.9409721618
2653	0.940959226
2654	0.940954692
2655	0.9408913719
2656	0.9408624131
2657	0.9405947815
2658	0.9404653583
2659	0.940379168
2660	0.9402807867
2661	0.9400606177
2662	0.9400070017
2663	0.9398393329
2664	0.9398352974
2665	0.9397927854
2666	0.9396679791
2667	0.9395379634
2668	0.9394982785
2669	0.9394138549
2670	0.9393758443
2671	0.9393017205
2672	0.9391806681
2673	0.9390825904
2674	0.9390601662
2675	0.9390065417
2676	0.9389644664
2677	0.9389054302
2678	0.9388577827
2679	0.9386675116
2680	0.9385428107
2681	0.9385408157
2682	0.9383396429
2683	0.9382157609
2684	0.9381382974
2685	0.9380509155
2686	0.9380297078
2687	0.9379344175
2688	0.9378757181
2689	0.9378263265
2690	0.9378099113
2691	0.9377581251
2692	0.9376747063
2693	0.9375709059
2694	0.9375041595
2695	0.9373958233
2696	0.9372001359
2697	0.9371866679
2698	0.9370483933
2699	0.9369663669
2700	0.9367573239
2701	0.9367229585
2702	0.9366169278
2703	0.9366078615
2704	0.936397062
2705	0.9363558027
2706	0.9362995096
2707	0.9361980812
2708	0.9360750548
2709	0.9360710043
2710	0.936051876
2711	0.9360455592
2712	0.9359074753
2713	0.935751888
2714	0.9357054053
2715	0.9356848817
2716	0.9356800559
2717	0.9353894205
2718	0.9353701058
2719	0.9352750343
2720	0.9351238387
2721	0.9350470372
2722	0.9350329361
2723	0.9347927586
2724	0.9346853679
2725	0.9346074633
2726	0.9345608801
2727	0.9345159813
2728	0.9345132842
2729	0.9344999219
2730	0.9344300138
2731	0.9344039279
2732	0.9343442538
2733	0.9341893256
2734	0.9340926235
2735	0.9340826277
2736	0.9340409972
2737	0.9340275474
2738	0.9339498948
2739	0.9338573772
2740	0.9338052104
2741	0.9337065107
2742	0.9335548943
2743	0.9334720918
2744	0.9334459804
2745	0.9333785343
2746	0.9332425116
2747	0.9330733094
2748	0.9330205
2749	0.9329490953
2750	0.932932658
2751	0.9328208127
2752	0.9327402681
2753	0.932662058
2754	0.9325566767
2755	0.9324389164
2756	0.9322547081
2757	0.9321124577
2758	0.9320192128
2759	0.9319432565
2760	0.9318687844
2761	0.9318504342
2762	0.9317382937
2763	0.9315599178
2764	0.9315479751
2765	0.9314410768
2766	0.93140669
2767	0.9313766418
2768	0.9313514077
2769	0.9312417897
2770	0.9310353458
2771	0.9309314655
2772	0.9308991043
2773	0.9308139345
2774	0.9306890293
2775	0.9306354181
2776	0.9306015346
2777	0.9303831285
2778	0.9301027344
2779	0.93008437
2780	0.9300482117
2781	0.9299405821
2782	0.9298732423
2783	0.9298174054
2784	0.9296768938
2785	0.9296349875
2786	0.9295886238
2787	0.929560563
2788	0.929436888
2789	0.9292626124
2790	0.9290739902
2791	0.9289283886
2792	0.9289112146
2793	0.9288734413
2794	0.9288489779
2795	0.928793622
2796	0.9287575285
2797	0.9287114858
2798	0.9286246386
2799	0.9285575026
2800	0.9284416387
2801	0.9282775264
2802	0.9282105102
2803	0.9281840986
2804	0.9281137262
2805	0.9280059493
2806	0.9279277969
2807	0.9278986105
2808	0.9278799175
2809	0.9278418479
2810	0.9277850963
2811	0.9276464263
2812	0.9274895007
2813	0.927417138
2814	0.9273503169
2815	0.9273149079
2816	0.9273103409
2817	0.9271540867
2818	0.9269804684
2819	0.9268992378
2820	0.9268794491
2821	0.9268349737
2822	0.9267933884
2823	0.9267392939
2824	0.9267319851
2825	0.9266577399
2826	0.9266284078
2827	0.9265773992
2828	0.9264622091
2829	0.9264300891
2830	0.9264128906
2831	0.9263535863
2832	0.9263136457
2833	0.9262089005
2834	0.9262024363
2835	0.9261058647
2836	0.9259990536
2837	0.9259072902
2838	0.9257379295
2839	0.9256924547
2840	0.9256008769
2841	0.9254813222
2842	0.9253962233
2843	0.9253765197
2844	0.9253004287
2845	0.9252939862
2846	0.9250451342
2847	0.925019722
2848	0.9249191144
2849	0.9248159426
2850	0.9247525515
2851	0.924565342
2852	0.9243946242
2853	0.9243524675
2854	0.9243279152
2855	0.9242537907
2856	0.924123892
2857	0.9240788986
2858	0.9240573813
2859	0.9239839939
2860	0.9239427194
2861	0.9238503486
2862	0.9237855464
2863	0.9237370692
2864	0.9235680832
2865	0.9235245208
2866	0.9233995857
2867	0.9232413118
2868	0.9231042623
2869	0.923070694
2870	0.9228738105
2871	0.922797589
2872	0.922656691
2873	0.9225539671
2874	0.9225338535
2875	0.9223793277
2876	0.9223513569
2877	0.9223422087
2878	0.9223130989
2879	0.9222912372
2880	0.9221408354
2881	0.9220708022
2882	0.9220063587
2883	0.9218273715
2884	0.9217322293
2885	0.9216233422
2886	0.9215590346
2887	0.9214955897
2888	0.9214598154
2889	0.9214287804
2890	0.9214000838
2891	0.9213853634
2892	0.9213561173
2893	0.9210804438
2894	0.9210438203
2895	0.9210244801
2896	0.920925181
2897	0.9208744914
2898	0.9208365886
2899	0.9207468935
2900	0.920740355
2901	0.9206758065
2902	0.9206301646
2903	0.9205918601
2904	0.9204585411
2905	0.9204218239
2906	0.9203407955
2907	0.9202663834
2908	0.9201763968
2909	0.9201021297
2910	0.9200729454
2911	0.9200550915
2912	0.9197940952
2913	0.9197506065
2914	0.9196931346
2915	0.9195998837
2916	0.9195701178
2917	0.9194506272
2918	0.9193287809
2919	0.919217595
2920	0.9190242706
2921	0.9190052998
2922	0.9189224376
2923	0.9188367997
2924	0.9188064603
2925	0.9187768088
2926	0.9186954761
2927	0.9186547233
2928	0.9185934497
2929	0.9184721431
2930	0.9184357977
2931	0.9183473983
2932	0.9181175148
2933	0.918050832
2934	0.9179984842
2935	0.9179280817
2936	0.9178782919
2937	0.9178232271
2938	0.9177487289
2939	0.9177145409
2940	0.9176795572
2941	0.9176546697
2942	0.9176041631
2943	0.9174887672
2944	0.9174025798
2945	0.9173839552
2946	0.9172732795
2947	0.9171702701
2948	0.9171372374
2949	0.9171023621
2950	0.9169759724
2951	0.9169080778
2952	0.9168712805
2953	0.9168460602
2954	0.9168389382
2955	0.9167467647
2956	0.9166205405
2957	0.9166047868
2958	0.9165291188
2959	0.9164821131
2960	0.9162561825
2961	0.9161883726
2962	0.9161376833
2963	0.9159887522
2964	0.9159726745
2965	0.9157805443
2966	0.9157582183
2967	0.9156128829
2968	0.9155553256
2969	0.9155072061
2970	0.9153683889
2971	0.9152744238
2972	0.9152027264
2973	0.9151632727
2974	0.9151287771
2975	0.9150366481
2976	0.9150090128
2977	0.914949543
2978	0.9148557552
2979	0.9148125431
2980	0.9147300848
2981	0.9146496103
2982	0.9146172921
2983	0.9145920517
2984	0.9145546993
2985	0.91442969
2986	0.9143473475
2987	0.9141726284
2988	0.9140122519
2989	0.9139860847
2990	0.9139465682
2991	0.9139411831
2992	0.9138674328
2993	0.9138018592
2994	0.9136957848
2995	0.9135690468
2996	0.9134835906
2997	0.9134739592
2998	0.9134200673
2999	0.9132868023
