iter	RMSE
188	1.688373713
189	1.683826928
190	1.679253935
191	1.67435756
192	1.670304086
193	1.666083199
194	1.661824328
195	1.657488336
196	1.653543741
197	1.649450505
198	1.645707209
199	1.64177723
200	1.638101739
201	1.633835484
202	1.630312226
203	1.626549188
204	1.622643614
205	1.619222507
206	1.615520058
207	1.612224358
208	1.609154666
209	1.605303239
210	1.601393485
211	1.597856997
212	1.594655892
213	1.591472788
214	1.588288506
215	1.585417895
216	1.582478353
217	1.579401922
218	1.575956196
219	1.573002639
220	1.570241286
221	1.56730349
222	1.564602655
223	1.561722333
224	1.558080151
225	1.555270407
226	1.552802905
227	1.549709982
228	1.546912855
229	1.544144621
230	1.541668035
231	1.538899808
232	1.536151347
233	1.533766948
234	1.531428686
235	1.52838745
236	1.526244529
237	1.523823875
238	1.521403577
239	1.51940396
240	1.51737528
241	1.515393684
242	1.511874792
243	1.509419748
244	1.507561788
245	1.505453197
246	1.50329995
247	1.501448171
248	1.499480163
249	1.497729266
250	1.496001666
251	1.493680277
252	1.491805269
253	1.489239793
254	1.487741854
255	1.485589852
256	1.483762937
257	1.481867373
258	1.479874696
259	1.478301687
260	1.476743865
261	1.47500789
262	1.473589769
263	1.472112292
264	1.470613989
265	1.469120204
266	1.467736739
267	1.466312217
268	1.464633181
269	1.463302655
270	1.461712426
271	1.459235128
272	1.457956929
273	1.456230653
274	1.454780982
275	1.453239352
276	1.451704655
277	1.45014276
278	1.448667795
279	1.44718445
280	1.445882631
281	1.444827619
282	1.443396136
283	1.442298975
284	1.441143784
285	1.438381221
286	1.43728741
287	1.436005872
288	1.434985592
289	1.433738623
290	1.432235657
291	1.431259176
292	1.429884949
293	1.429022973
294	1.427941402
295	1.426520711
296	1.42539384
297	1.42429325
298	1.422522426
299	1.421581743
300	1.420577108
301	1.41942174
302	1.418128801
303	1.4170896
304	1.415965325
305	1.414838615
306	1.41424125
307	1.413498435
308	1.412612109
309	1.411612019
310	1.410565016
311	1.409632355
312	1.408862938
313	1.408017536
314	1.40713711
315	1.40603562
316	1.405274533
317	1.403409359
318	1.402659614
319	1.401761644
320	1.400338728
321	1.399463204
322	1.398231679
323	1.397486984
324	1.396710236
325	1.395798212
326	1.394189302
327	1.393575942
328	1.39274819
329	1.391947147
330	1.391148056
331	1.390580562
332	1.389764662
333	1.389028195
334	1.388306981
335	1.387518265
336	1.386478642
337	1.385789813
338	1.385214456
339	1.384098815
340	1.383191268
341	1.382558821
342	1.381865848
343	1.379697126
344	1.379050508
345	1.37848475
346	1.37769843
347	1.376748846
348	1.376189499
349	1.375063978
350	1.373646134
351	1.372923481
352	1.372074278
353	1.37134581
354	1.370758717
355	1.369729879
356	1.368074512
357	1.367455419
358	1.366999909
359	1.366451163
360	1.365397651
361	1.364946129
362	1.364578006
363	1.363305551
364	1.362847603
365	1.361799055
366	1.361204296
367	1.360697882
368	1.359755149
369	1.359115251
370	1.358615432
371	1.358129116
372	1.357655995
373	1.356952962
374	1.356377749
375	1.355142412
376	1.354545367
377	1.353798036
378	1.353103106
379	1.35273048
380	1.352128486
381	1.351568427
382	1.351177528
383	1.350554697
384	1.349896921
385	1.348783512
386	1.34791616
387	1.347581539
388	1.34733188
389	1.346940456
390	1.345584482
391	1.344838747
392	1.344306144
393	1.343734598
394	1.343069177
395	1.342697392
396	1.34205213
397	1.341039856
398	1.340658616
399	1.340162405
400	1.339399401
401	1.338338789
402	1.337924659
403	1.337454133
404	1.336688695
405	1.336291589
406	1.335025077
407	1.33350678
408	1.33326807
409	1.332868421
410	1.331346666
411	1.330802194
412	1.330004153
413	1.328788239
414	1.328561704
415	1.328236771
416	1.327690523
417	1.32714352
418	1.326722024
419	1.326232103
420	1.325141527
421	1.32474575
422	1.324284557
423	1.324016947
424	1.323556973
425	1.322388243
426	1.321958002
427	1.321635192
428	1.320571528
429	1.319353262
430	1.318953615
431	1.318294556
432	1.317781553
433	1.317351711
434	1.317077585
435	1.316670995
436	1.316319319
437	1.315899899
438	1.315028129
439	1.314411292
440	1.313989375
441	1.312669743
442	1.312117059
443	1.311491413
444	1.311122619
445	1.310841059
446	1.310587286
447	1.310159362
448	1.30996854
449	1.309637461
450	1.308755279
451	1.308329566
452	1.307427528
453	1.3072321
454	1.30650393
455	1.304806225
456	1.304433628
457	1.304099133
458	1.303600752
459	1.303306181
460	1.302887285
461	1.301947068
462	1.301702843
463	1.301127023
464	1.300363439
465	1.299853029
466	1.299585706
467	1.299422974
468	1.298912117
469	1.298031716
470	1.296553889
471	1.295243187
472	1.295008898
473	1.294588797
474	1.294307599
475	1.294041681
476	1.293745433
477	1.292360921
478	1.291474387
479	1.291117396
480	1.290034652
481	1.289904926
482	1.289313377
483	1.288929823
484	1.288504569
485	1.287517123
486	1.286482058
487	1.286051861
488	1.285537249
489	1.285234751
490	1.284372452
491	1.283590343
492	1.283349622
493	1.282759164
494	1.282187073
495	1.281892297
496	1.281542748
497	1.281250487
498	1.280983032
499	1.280646715
500	1.279907226
501	1.279689177
502	1.279524405
503	1.279037163
504	1.278668747
505	1.278325007
506	1.277544917
507	1.277477297
508	1.276708527
509	1.276244237
510	1.27608514
511	1.275381537
512	1.274732178
513	1.274538883
514	1.274181163
515	1.273953059
516	1.273758075
517	1.273544573
518	1.272767216
519	1.272085941
520	1.271456811
521	1.27121159
522	1.270888697
523	1.26999022
524	1.269898232
525	1.269782762
526	1.26938456
527	1.269164551
528	1.268930809
529	1.268238918
530	1.268043508
531	1.267803508
532	1.267304827
533	1.26719209
534	1.266633548
535	1.266345444
536	1.265470829
537	1.26435237
538	1.264142102
539	1.263309682
540	1.263209848
541	1.26257622
542	1.262249624
543	1.26167125
544	1.261508938
545	1.261462917
546	1.261321639
547	1.2611262
548	1.260458922
549	1.260175206
550	1.25971815
551	1.259004967
552	1.258788036
553	1.258621055
554	1.257715848
555	1.257646846
556	1.25727023
557	1.256226762
558	1.255708065
559	1.255249706
560	1.25436542
561	1.2541936
562	1.253746711
563	1.253250917
564	1.252984485
565	1.252745656
566	1.25258475
567	1.252217388
568	1.25159294
569	1.251218477
570	1.250962971
571	1.250111785
572	1.250041081
573	1.249393203
574	1.248890218
575	1.248585084
576	1.248367983
577	1.248226095
578	1.248000581
579	1.24763092
580	1.247507888
581	1.247347587
582	1.246770857
583	1.246310804
584	1.245791607
585	1.24496946
586	1.244508199
587	1.244293948
588	1.243772758
589	1.243482805
590	1.24290592
591	1.242712889
592	1.242178519
593	1.241993384
594	1.241596515
595	1.241422216
596	1.241297038
597	1.24110187
598	1.240597901
599	1.240273441
600	1.239826774
601	1.239649242
602	1.239530052
603	1.239440251
604	1.238953561
605	1.238731778
606	1.238241307
607	1.238043849
608	1.237562923
609	1.237242483
610	1.237223375
611	1.236762969
612	1.236487654
613	1.236323463
614	1.235770725
615	1.235515492
616	1.235186537
617	1.235096879
618	1.235068046
619	1.234825615
620	1.234433369
621	1.234271889
622	1.234046483
623	1.23396628
624	1.233739992
625	1.233432171
626	1.233299406
627	1.232906838
628	1.232836891
629	1.232650062
630	1.232502598
631	1.232237326
632	1.231863007
633	1.231614046
634	1.231269138
635	1.231190559
636	1.230634192
637	1.230082123
638	1.229800594
639	1.229682303
640	1.229236746
641	1.229005233
642	1.228412264
643	1.228373695
644	1.228263791
645	1.228159071
646	1.227953307
647	1.227842278
648	1.227379853
649	1.226857445
650	1.226267125
651	1.226029051
652	1.225728655
653	1.225521614
654	1.224987164
655	1.224611538
656	1.224290288
657	1.223952601
658	1.22389575
659	1.223222003
660	1.223002353
661	1.222707017
662	1.222430117
663	1.222131981
664	1.221822599
665	1.22131005
666	1.22113548
667	1.220852295
668	1.22064632
669	1.220539081
670	1.220336487
671	1.220170953
672	1.219995077
673	1.21956847
674	1.219309978
675	1.219202329
676	1.218553197
677	1.218113399
678	1.2178156
679	1.217481826
680	1.217337074
681	1.217314894
682	1.216843454
683	1.216551158
684	1.216338159
685	1.2163268
686	1.215979534
687	1.215779751
688	1.215627179
689	1.215514709
690	1.215306865
691	1.214938171
692	1.214682666
693	1.214523948
694	1.213947166
695	1.213831566
696	1.21373357
697	1.213129422
698	1.212991517
699	1.212938096
700	1.212588483
701	1.212374786
702	1.21183042
703	1.211485608
704	1.211079559
705	1.211072828
706	1.210820728
707	1.210593007
708	1.21032262
709	1.210314463
710	1.209606731
711	1.209542989
712	1.20937082
713	1.208992987
714	1.208878778
715	1.208816065
716	1.207921108
717	1.207916269
718	1.207733375
719	1.207658704
720	1.207176869
721	1.206877384
722	1.206870483
723	1.206835396
724	1.206799621
725	1.206584284
726	1.206576823
727	1.206151335
728	1.206012077
729	1.205502752
730	1.205170202
731	1.204878914
732	1.204523047
733	1.204091745
734	1.203839198
735	1.203567048
736	1.203259613
737	1.202843618
738	1.202371258
739	1.202186751
740	1.201769066
741	1.20152007
742	1.201077719
743	1.200634989
744	1.200402134
745	1.200248844
746	1.200158453
747	1.20001322
748	1.19996645
749	1.199920779
750	1.199464022
751	1.199315618
752	1.199060475
753	1.198827896
754	1.198808213
755	1.198541879
756	1.198377101
757	1.198087484
758	1.198054217
759	1.197777447
760	1.197355243
761	1.197281516
762	1.196546504
763	1.19615731
764	1.195811004
765	1.19569093
766	1.19523692
767	1.194874371
768	1.19455278
769	1.194208359
770	1.194054809
771	1.19401471
772	1.193595345
773	1.19343091
774	1.193310755
775	1.193273355
776	1.19314185
777	1.192793722
778	1.192572943
779	1.192217029
780	1.191934357
781	1.191703192
782	1.191526734
783	1.191101089
784	1.191029475
785	1.190915521
786	1.190740482
787	1.19037565
788	1.190284222
789	1.190197302
790	1.190074427
791	1.189936726
792	1.189824909
793	1.189657728
794	1.189451213
795	1.189344753
796	1.189270986
797	1.189149738
798	1.188959362
799	1.188958273
800	1.188718197
801	1.188402659
802	1.188293138
803	1.188192166
804	1.187828452
805	1.187565086
806	1.187367932
807	1.187299906
808	1.187081075
809	1.18707628
810	1.186504358
811	1.186214518
812	1.185881804
813	1.185858499
814	1.185853544
815	1.185758321
816	1.1856887
817	1.185454352
818	1.185203408
819	1.185075971
820	1.184753438
821	1.18452109
822	1.18417949
823	1.183784073
824	1.183781536
825	1.183532957
826	1.183459298
827	1.183281132
828	1.183232428
829	1.182541225
830	1.182391503
831	1.181998717
832	1.181994129
833	1.181993547
834	1.181688957
835	1.181674491
836	1.181482116
837	1.181225771
838	1.18099085
839	1.180865132
840	1.180641633
841	1.180638285
842	1.180634852
843	1.1805962
844	1.180466932
845	1.179860256
846	1.179430351
847	1.179149496
848	1.179025404
849	1.178926177
850	1.178624724
851	1.17837807
852	1.178092984
853	1.177821666
854	1.177577582
855	1.17731412
856	1.177044576
857	1.176861016
858	1.176687946
859	1.176535014
860	1.176511544
861	1.176492172
862	1.176157132
863	1.17581219
864	1.175646122
865	1.17544501
866	1.174898123
867	1.174554367
868	1.174333069
869	1.174274133
870	1.174049867
871	1.173806266
872	1.173225324
873	1.173071848
874	1.172937013
875	1.17275224
876	1.172259739
877	1.172253024
878	1.172032326
879	1.171623149
880	1.171531743
881	1.17133682
882	1.171193426
883	1.171154712
884	1.170974916
885	1.170835294
886	1.170746353
887	1.170581299
888	1.17056732
889	1.170129991
890	1.16988538
891	1.169752581
892	1.169396256
893	1.169226616
894	1.168771417
895	1.168691167
896	1.168358246
897	1.168190186
898	1.167780142
899	1.167694926
900	1.167633767
901	1.167407937
902	1.167219212
903	1.16702385
904	1.166600224
905	1.166500326
906	1.16633936
907	1.166017954
908	1.165754532
909	1.16543438
910	1.165433342
911	1.16543133
912	1.165209211
913	1.165141772
914	1.164630447
915	1.164628309
916	1.164529777
917	1.164291996
918	1.164209277
919	1.163935037
920	1.1637281
921	1.163445156
922	1.163256339
923	1.163032339
924	1.162872937
925	1.162845444
926	1.162746084
927	1.162356082
928	1.162163439
929	1.161845186
930	1.161421753
931	1.161098972
932	1.160907932
933	1.160698425
934	1.160697903
935	1.160483529
936	1.160267308
937	1.160265167
938	1.159978438
939	1.15983513
940	1.159491556
941	1.159173065
942	1.15907099
943	1.158820541
944	1.158628377
945	1.158382323
946	1.158083347
947	1.15754187
948	1.157364295
949	1.15709419
950	1.156687528
951	1.156329942
952	1.156131794
953	1.155879555
954	1.155657527
955	1.15537197
956	1.155162523
957	1.155044338
958	1.154872205
959	1.154648898
960	1.154470499
961	1.154247178
962	1.153998101
963	1.153752624
964	1.153381776
965	1.153100399
966	1.152811413
967	1.152575193
968	1.152439577
969	1.152327683
970	1.151839732
971	1.15152958
972	1.151502423
973	1.151170655
974	1.150933472
975	1.150610928
976	1.150495257
977	1.150323871
978	1.149973108
979	1.1499132
980	1.149678674
981	1.149205857
982	1.149204717
983	1.148877484
984	1.14857654
985	1.148294467
986	1.148128859
987	1.147750884
988	1.147711646
989	1.147684911
990	1.1476403
991	1.147464461
992	1.14719757
993	1.147049581
994	1.146896148
995	1.146853173
996	1.146710365
997	1.146707281
998	1.146521072
999	1.146511751
1000	1.145826693
1001	1.145501322
1002	1.145441419
1003	1.145381272
1004	1.145044103
1005	1.144872652
1006	1.144800741
1007	1.14475785
1008	1.144757776
1009	1.144746955
1010	1.144533368
1011	1.144375586
1012	1.144165795
1013	1.144164826
1014	1.144157203
1015	1.143819183
1016	1.143500198
1017	1.143487214
1018	1.143486757
1019	1.142998794
1020	1.142867056
1021	1.142621779
1022	1.142550728
1023	1.14227435
1024	1.142066596
1025	1.141929224
1026	1.141803331
1027	1.141758155
1028	1.141564883
1029	1.141537924
1030	1.141421965
1031	1.141200038
1032	1.141023105
1033	1.14101685
1034	1.140765514
1035	1.140620006
1036	1.140570281
1037	1.140331636
1038	1.140328394
1039	1.139924048
1040	1.139746675
1041	1.139578314
1042	1.139322496
1043	1.139299279
1044	1.139026304
1045	1.138850757
1046	1.138788706
1047	1.13874658
1048	1.1387441
1049	1.13861854
1050	1.137897016
1051	1.137683543
1052	1.137359749
1053	1.137229775
1054	1.137085267
1055	1.137024193
1056	1.137001913
1057	1.136777046
1058	1.136641985
1059	1.136382725
1060	1.136071169
1061	1.136029922
1062	1.135939291
1063	1.13572775
1064	1.135588273
1065	1.135494046
1066	1.135342422
1067	1.135281422
1068	1.13509561
1069	1.134885884
1070	1.134575864
1071	1.134555789
1072	1.134285347
1073	1.134247926
1074	1.134087166
1075	1.134075541
1076	1.134063785
1077	1.134060894
1078	1.133869573
1079	1.133590189
1080	1.133207063
1081	1.133159337
1082	1.133062004
1083	1.132992183
1084	1.132751778
1085	1.132541436
1086	1.132384113
1087	1.132273442
1088	1.132184319
1089	1.131839757
1090	1.131721919
1091	1.131409821
1092	1.131397723
1093	1.13128171
1094	1.13116645
1095	1.131038245
1096	1.130640205
1097	1.130464539
1098	1.130304461
1099	1.130180401
1100	1.130027101
1101	1.13001799
1102	1.129938417
1103	1.129579298
1104	1.129407197
1105	1.129296656
1106	1.129174905
1107	1.129047189
1108	1.128794417
1109	1.128534716
1110	1.128508139
1111	1.128260878
1112	1.128122975
1113	1.127786849
1114	1.127724651
1115	1.127609473
1116	1.127485709
1117	1.127260609
1118	1.126949816
1119	1.126870763
1120	1.126690861
1121	1.126539481
1122	1.12633397
1123	1.126332179
1124	1.126300923
1125	1.1260278
1126	1.125520443
1127	1.124897307
1128	1.124725231
1129	1.124721315
1130	1.124592407
1131	1.124464656
1132	1.12422156
1133	1.123902775
1134	1.123804764
1135	1.123685124
1136	1.123682418
1137	1.123673032
1138	1.12352119
1139	1.123502902
1140	1.123463108
1141	1.123139612
1142	1.12299665
1143	1.122867327
1144	1.122743563
1145	1.122509061
1146	1.122353051
1147	1.122352468
1148	1.122196507
1149	1.122113584
1150	1.122008148
1151	1.121909773
1152	1.12171814
1153	1.121379405
1154	1.121091207
1155	1.12064579
1156	1.120645083
1157	1.12056127
1158	1.120082988
1159	1.119878635
1160	1.119590241
1161	1.119585932
1162	1.119561413
1163	1.11950315
1164	1.119480186
1165	1.119444456
1166	1.119209893
1167	1.119070012
1168	1.119013327
1169	1.11889481
1170	1.118826874
1171	1.118582575
1172	1.118439291
1173	1.118153372
1174	1.117896317
1175	1.11755588
1176	1.117242626
1177	1.117196038
1178	1.117122605
1179	1.116942944
1180	1.116890884
1181	1.116886276
1182	1.116827336
1183	1.116817685
1184	1.116816811
1185	1.11653706
1186	1.116441147
1187	1.116347915
1188	1.115871593
1189	1.115862768
1190	1.115553555
1191	1.115553246
1192	1.115507693
1193	1.115460875
1194	1.114997591
1195	1.1149436
1196	1.114924337
1197	1.114796965
1198	1.114504087
1199	1.114256826
1200	1.114057629
1201	1.113943887
1202	1.113943426
1203	1.113941186
1204	1.113723772
1205	1.113676246
1206	1.113296891
1207	1.113068255
1208	1.112949388
1209	1.112947431
1210	1.112844652
1211	1.112810136
1212	1.112629371
1213	1.112625566
1214	1.112416336
1215	1.112185991
1216	1.111941206
1217	1.111756187
1218	1.111694169
1219	1.111660298
1220	1.111368623
1221	1.111302297
1222	1.110892319
1223	1.110661007
1224	1.11053672
1225	1.11052369
1226	1.11034916
1227	1.110244287
1228	1.110122356
1229	1.110054912
1230	1.109859562
1231	1.109636229
1232	1.109634853
1233	1.109577878
1234	1.109342575
1235	1.108935607
1236	1.10875976
1237	1.10852662
1238	1.108399442
1239	1.108266375
1240	1.108168209
1241	1.108042073
1242	1.107711592
1243	1.107586634
1244	1.107485086
1245	1.10747562
1246	1.107426427
1247	1.107277905
1248	1.107063811
1249	1.106893802
1250	1.10669167
1251	1.106501504
1252	1.106418821
1253	1.106309476
1254	1.106165807
1255	1.105973209
1256	1.105788712
1257	1.105596443
1258	1.105413861
1259	1.105413683
1260	1.10525229
1261	1.105220281
1262	1.105144251
1263	1.105039712
1264	1.105009076
1265	1.104959137
1266	1.104866868
1267	1.104833135
1268	1.104832959
1269	1.104767425
1270	1.104622085
1271	1.104573016
1272	1.104333414
1273	1.104111342
1274	1.104093294
1275	1.104003705
1276	1.103482075
1277	1.103397732
1278	1.103130019
1279	1.102894378
1280	1.102837072
1281	1.102836863
1282	1.102652936
1283	1.102499423
1284	1.10249592
1285	1.102457289
1286	1.102209157
1287	1.101997643
1288	1.101734939
1289	1.101540884
1290	1.101489783
1291	1.101215985
1292	1.100751981
1293	1.100646528
1294	1.100541956
1295	1.100471829
1296	1.100389717
1297	1.100245978
1298	1.100027701
1299	1.099939967
1300	1.099609695
1301	1.099451415
1302	1.099380175
1303	1.099198985
1304	1.099027331
1305	1.098859076
1306	1.098857173
1307	1.098849592
1308	1.098729073
1309	1.098577989
1310	1.098119439
1311	1.097844569
1312	1.097766858
1313	1.097691042
1314	1.097519285
1315	1.097354291
1316	1.097210862
1317	1.096919135
1318	1.096731181
1319	1.096438462
1320	1.096366936
1321	1.096215477
1322	1.095813489
1323	1.09573653
1324	1.095457549
1325	1.095176544
1326	1.095030461
1327	1.094639957
1328	1.094275651
1329	1.094159896
1330	1.094107878
1331	1.093836706
1332	1.09359043
1333	1.093489888
1334	1.093362846
1335	1.093074675
1336	1.092885112
1337	1.092739406
1338	1.092533052
1339	1.092391193
1340	1.092273493
1341	1.092219331
1342	1.092079645
1343	1.091848096
1344	1.091375173
1345	1.091273747
1346	1.091078116
1347	1.091076087
1348	1.090807344
1349	1.090701908
1350	1.090663973
1351	1.090306837
1352	1.090136493
1353	1.090101266
1354	1.08990436
1355	1.089808057
1356	1.089684302
1357	1.089549185
1358	1.089385124
1359	1.089297534
1360	1.089036177
1361	1.08873881
1362	1.088562617
1363	1.088535458
1364	1.088434194
1365	1.088163973
1366	1.087919709
1367	1.087723962
1368	1.087709757
1369	1.087427824
1370	1.087033822
1371	1.086914022
1372	1.086769684
1373	1.086537677
1374	1.086271953
1375	1.085985816
1376	1.085726979
1377	1.085706567
1378	1.085237817
1379	1.085137106
1380	1.085083301
1381	1.084912411
1382	1.084613913
1383	1.08455389
1384	1.084546415
1385	1.084407719
1386	1.084253325
1387	1.084190665
1388	1.084109535
1389	1.083914182
1390	1.083763767
1391	1.083576065
1392	1.083412453
1393	1.083397739
1394	1.083355519
1395	1.083241548
1396	1.083158571
1397	1.083030393
1398	1.082949558
1399	1.082837372
1400	1.082753742
1401	1.082609724
1402	1.082420806
1403	1.082179402
1404	1.082110526
1405	1.081953881
1406	1.081773335
1407	1.081765904
1408	1.081618665
1409	1.08138736
1410	1.081309706
1411	1.081300589
1412	1.081141169
1413	1.080974632
1414	1.080973943
1415	1.080793697
1416	1.080640261
1417	1.080467065
1418	1.080339812
1419	1.080175792
1420	1.079900445
1421	1.079715419
1422	1.0796091
1423	1.079242284
1424	1.079144121
1425	1.078979605
1426	1.078903604
1427	1.078579673
1428	1.078202804
1429	1.078049665
1430	1.077858551
1431	1.077819626
1432	1.077627789
1433	1.077368431
1434	1.077119599
1435	1.076997578
1436	1.076909878
1437	1.076708357
1438	1.076578471
1439	1.07630352
1440	1.076107207
1441	1.076039919
1442	1.075705387
1443	1.075590129
1444	1.075408048
1445	1.075252605
1446	1.075053507
1447	1.074981179
1448	1.074964435
1449	1.074628407
1450	1.074535531
1451	1.074149273
1452	1.074144108
1453	1.074075084
1454	1.073852385
1455	1.073495832
1456	1.073267642
1457	1.073006658
1458	1.072914077
1459	1.072704671
1460	1.072442985
1461	1.072259326
1462	1.072136373
1463	1.071955913
1464	1.071737269
1465	1.071630783
1466	1.071559274
1467	1.071517052
1468	1.071374927
1469	1.071315924
1470	1.071296011
1471	1.071205537
1472	1.071155422
1473	1.071019959
1474	1.070907237
1475	1.070887794
1476	1.070766086
1477	1.070458748
1478	1.07006112
1479	1.07000054
1480	1.069881977
1481	1.069832916
1482	1.069683157
1483	1.069575995
1484	1.069377952
1485	1.069318144
1486	1.069063893
1487	1.068707629
1488	1.068649273
1489	1.068411615
1490	1.068198468
1491	1.068086346
1492	1.068058982
1493	1.067755511
1494	1.067676499
1495	1.067505333
1496	1.067451314
1497	1.067361892
1498	1.067241309
1499	1.06704002
1500	1.066846273
1501	1.066611863
1502	1.066480611
1503	1.066362769
1504	1.066095407
1505	1.065900918
1506	1.065791667
1507	1.065751419
1508	1.065594222
1509	1.065397683
1510	1.065193035
1511	1.065070606
1512	1.065023631
1513	1.064828708
1514	1.064254726
1515	1.06406707
1516	1.064026173
1517	1.063879363
1518	1.06363259
1519	1.063430576
1520	1.063107171
1521	1.063013415
1522	1.062792315
1523	1.062672872
1524	1.062464571
1525	1.06222677
1526	1.061983609
1527	1.061926879
1528	1.061713982
1529	1.061655413
1530	1.061533857
1531	1.061402121
1532	1.061185387
1533	1.061057127
1534	1.060927361
1535	1.060794556
1536	1.060729023
1537	1.060285555
1538	1.060143768
1539	1.059867545
1540	1.059824851
1541	1.05973751
1542	1.059535448
1543	1.059529088
1544	1.059406828
1545	1.059280192
1546	1.059151946
1547	1.059117227
1548	1.058995896
1549	1.058856219
1550	1.058749641
1551	1.058684282
1552	1.058548208
1553	1.058415154
1554	1.058310075
1555	1.058212489
1556	1.058198927
1557	1.057967734
1558	1.057799492
1559	1.057696523
1560	1.057642464
1561	1.057427998
1562	1.057280184
1563	1.056990062
1564	1.056645636
1565	1.056483334
1566	1.056144311
1567	1.055926747
1568	1.055827895
1569	1.055786805
1570	1.055657939
1571	1.055652442
1572	1.055497971
1573	1.055198836
1574	1.055104594
1575	1.05500948
1576	1.054771368
1577	1.054686407
1578	1.054582391
1579	1.054432396
1580	1.05433143
1581	1.054194043
1582	1.054052897
1583	1.053996985
1584	1.05389055
1585	1.053596296
1586	1.053394137
1587	1.053245315
1588	1.053138256
1589	1.053007186
1590	1.052734056
1591	1.052628628
1592	1.052547397
1593	1.052447813
1594	1.052378229
1595	1.052097338
1596	1.052001103
1597	1.05194627
1598	1.051714198
1599	1.051634533
1600	1.051494256
1601	1.051473238
1602	1.051436474
1603	1.05131667
1604	1.05111003
1605	1.050930307
1606	1.050884542
1607	1.050711981
1608	1.050403318
1609	1.050094866
1610	1.04992975
1611	1.049757459
1612	1.049694014
1613	1.049587603
1614	1.04947664
1615	1.049301018
1616	1.049081067
1617	1.048739544
1618	1.048493341
1619	1.048208481
1620	1.048126325
1621	1.047965427
1622	1.04777368
1623	1.047627008
1624	1.047436403
1625	1.04733904
1626	1.047185616
1627	1.047132705
1628	1.047127996
1629	1.046802129
1630	1.046716388
1631	1.046521632
1632	1.04633015
1633	1.046259606
1634	1.046229913
1635	1.046184005
1636	1.046141162
1637	1.045968964
1638	1.045600864
1639	1.045406287
1640	1.04533101
1641	1.045264738
1642	1.045195288
1643	1.045018454
1644	1.044815059
1645	1.044697197
1646	1.044617677
1647	1.044324878
1648	1.044101194
1649	1.043996936
1650	1.043834872
1651	1.043657998
1652	1.043565025
1653	1.043425996
1654	1.043359645
1655	1.04318457
1656	1.043132864
1657	1.04308761
1658	1.042633943
1659	1.042405347
1660	1.042034877
1661	1.04177637
1662	1.041725476
1663	1.041680893
