iter	Passed	Remaining
1661	63576	51182
1662	63612	51142
1663	63650	51103
1664	63686	51064
1665	63725	51026
1666	63763	50987
1667	63800	50948
1668	63837	50909
1669	63875	50870
1670	63912	50832
1671	63949	50792
1672	63988	50754
1673	64026	50716
1674	64063	50677
1675	64100	50637
1676	64138	50599
1677	64176	50560
1678	64214	50522
1679	64252	50483
1680	64291	50446
1681	64331	50409
1682	64370	50372
1683	64410	50335
1684	64450	50298
1685	64489	50260
1686	64526	50221
1687	64562	50181
1688	64600	50142
1689	64637	50103
1690	64674	50064
1691	64713	50026
1692	64751	49988
1693	64790	49950
1694	64828	49911
1695	64865	49872
1696	64903	49834
1697	64940	49795
1698	64978	49757
1699	65016	49718
1700	65054	49679
1701	65091	49640
1702	65128	49601
1703	65165	49562
1704	65204	49524
1705	65242	49486
1706	65278	49446
1707	65316	49407
1708	65353	49369
1709	65394	49332
1710	65431	49293
1711	65471	49256
1712	65510	49218
1713	65547	49180
1714	65586	49141
1715	65623	49102
1716	65661	49064
1717	65698	49025
1718	65736	48986
1719	65773	48947
1720	65810	48908
1721	65847	48869
1722	65885	48830
1723	65922	48791
1724	65958	48752
1725	65995	48712
1726	66032	48673
1727	66069	48634
1728	66107	48596
1729	66145	48557
1730	66182	48518
1731	66220	48479
1732	66257	48441
1733	66296	48403
1734	66333	48363
1735	66372	48326
1736	66409	48287
1737	66447	48248
1738	66484	48209
1739	66522	48171
1740	66563	48135
1741	66601	48096
1742	66637	48057
1743	66675	48018
1744	66713	47980
1745	66750	47941
1746	66788	47902
1747	66826	47864
1748	66864	47825
1749	66901	47786
1750	66939	47748
1751	66978	47710
1752	67015	47671
1753	67052	47632
1754	67088	47592
1755	67125	47553
1756	67163	47514
1757	67201	47476
1758	67239	47438
1759	67277	47399
1760	67314	47361
1761	67353	47323
1762	67394	47286
1763	67433	47249
1764	67471	47210
1765	67508	47171
1766	67545	47132
1767	67584	47095
1768	67624	47058
1769	67663	47020
1770	67702	46982
1771	67741	46944
1772	67778	46905
1773	67815	46866
1774	67853	46828
1775	67892	46790
1776	67931	46752
1777	67969	46714
1778	68006	46675
1779	68043	46636
1780	68081	46597
1781	68119	46559
1782	68156	46520
1783	68194	46482
1784	68231	46443
1785	68268	46404
1786	68304	46364
1787	68344	46327
1788	68383	46289
1789	68420	46250
1790	68458	46212
1791	68495	46173
1792	68535	46135
1793	68572	46097
1794	68610	46059
1795	68650	46021
1796	68689	45983
1797	68726	45945
1798	68765	45907
1799	68802	45868
1800	68839	45829
1801	68876	45790
1802	68913	45751
1803	68952	45713
1804	68989	45674
1805	69027	45636
1806	69064	45597
1807	69101	45558
1808	69139	45519
1809	69176	45480
1810	69214	45442
1811	69251	45403
1812	69289	45364
1813	69327	45326
1814	69366	45288
1815	69403	45250
1816	69442	45212
1817	69480	45173
1818	69518	45135
1819	69556	45097
1820	69594	45058
1821	69632	45020
1822	69668	44980
1823	69706	44942
1824	69743	44903
1825	69780	44864
1826	69818	44825
1827	69855	44786
1828	69893	44748
1829	69932	44710
1830	69969	44671
1831	70006	44633
1832	70044	44594
1833	70082	44556
1834	70120	44518
1835	70158	44479
1836	70196	44441
1837	70233	44402
1838	70271	44363
1839	70308	44325
1840	70349	44288
1841	70387	44249
1842	70425	44211
1843	70462	44172
1844	70498	44133
1845	70535	44094
1846	70572	44055
1847	70611	44017
1848	70648	43978
1849	70685	43939
1850	70722	43900
1851	70760	43862
1852	70798	43824
1853	70836	43785
1854	70874	43747
1855	70912	43708
1856	70949	43669
1857	70986	43631
1858	71025	43593
1859	71062	43554
1860	71099	43515
1861	71136	43476
1862	71173	43437
1863	71210	43398
1864	71248	43360
1865	71285	43321
1866	71324	43283
1867	71363	43246
1868	71401	43207
1869	71439	43169
1870	71477	43130
1871	71514	43092
1872	71551	43053
1873	71588	43014
1874	71626	42975
1875	71663	42937
1876	71701	42898
1877	71738	42859
1878	71776	42821
1879	71813	42782
1880	71850	42743
1881	71888	42705
1882	71926	42667
1883	71963	42628
1884	72001	42589
1885	72039	42551
1886	72076	42512
1887	72113	42473
1888	72151	42435
1889	72189	42396
1890	72226	42358
1891	72264	42319
1892	72302	42281
1893	72342	42244
1894	72381	42206
1895	72419	42168
1896	72456	42129
1897	72493	42090
1898	72530	42051
1899	72567	42012
1900	72605	41974
1901	72643	41936
1902	72681	41897
1903	72718	41858
1904	72756	41820
1905	72793	41781
1906	72832	41743
1907	72870	41705
1908	72907	41667
1909	72945	41628
1910	72983	41590
1911	73020	41551
1912	73058	41513
1913	73096	41475
1914	73134	41436
1915	73172	41398
1916	73210	41360
1917	73249	41321
1918	73287	41284
1919	73326	41246
1920	73368	41209
1921	73408	41172
1922	73448	41135
1923	73486	41097
1924	73525	41059
1925	73563	41021
1926	73600	40982
1927	73639	40944
1928	73676	40906
1929	73715	40868
1930	73753	40829
1931	73790	40790
1932	73827	40751
1933	73864	40713
1934	73902	40675
1935	73941	40637
1936	73978	40598
1937	74016	40560
1938	74053	40521
1939	74091	40483
1940	74129	40444
1941	74167	40406
1942	74204	40367
1943	74242	40329
1944	74279	40290
1945	74318	40252
1946	74356	40214
1947	74394	40175
1948	74431	40137
1949	74469	40098
1950	74506	40060
1951	74544	40021
1952	74582	39983
1953	74621	39945
1954	74658	39906
1955	74695	39867
1956	74732	39829
1957	74771	39791
1958	74808	39752
1959	74847	39714
1960	74884	39676
1961	74923	39638
1962	74960	39599
1963	74997	39560
1964	75035	39522
1965	75074	39484
1966	75111	39445
1967	75148	39407
1968	75185	39368
1969	75223	39329
1970	75260	39291
1971	75298	39253
1972	75339	39216
1973	75379	39178
1974	75418	39141
1975	75458	39104
1976	75496	39065
1977	75535	39027
1978	75573	38989
1979	75610	38950
1980	75647	38912
1981	75685	38873
1982	75723	38835
1983	75762	38797
1984	75799	38759
1985	75837	38720
1986	75875	38682
1987	75912	38643
1988	75950	38605
1989	75988	38567
1990	76025	38528
1991	76062	38489
1992	76099	38450
1993	76137	38412
1994	76174	38373
1995	76212	38335
1996	76249	38296
1997	76287	38258
1998	76326	38220
1999	76364	38182
2000	76402	38143
2001	76438	38104
2002	76476	38066
2003	76514	38028
2004	76552	37989
2005	76590	37951
2006	76629	37914
2007	76667	37875
2008	76705	37837
2009	76741	37798
2010	76779	37759
2011	76816	37720
2012	76854	37682
2013	76891	37644
2014	76929	37605
2015	76966	37566
2016	77004	37528
2017	77041	37489
2018	77079	37451
2019	77115	37412
2020	77153	37374
2021	77190	37335
2022	77228	37297
2023	77267	37259
2024	77309	37222
2025	77347	37184
2026	77384	37146
2027	77422	37107
2028	77460	37069
2029	77498	37031
2030	77537	36993
2031	77575	36955
2032	77612	36916
2033	77650	36878
2034	77687	36839
2035	77724	36800
2036	77762	36762
2037	77800	36724
2038	77838	36686
2039	77876	36647
2040	77913	36608
2041	77951	36570
2042	77990	36533
2043	78027	36494
2044	78064	36455
2045	78102	36417
2046	78139	36378
2047	78177	36340
2048	78215	36301
2049	78252	36263
2050	78291	36225
2051	78330	36187
2052	78368	36149
2053	78406	36111
2054	78444	36072
2055	78481	36034
2056	78518	35995
2057	78556	35957
2058	78593	35918
2059	78631	35880
2060	78669	35842
2061	78707	35804
2062	78745	35765
2063	78783	35727
2064	78821	35689
2065	78859	35651
2066	78897	35612
2067	78934	35574
2068	78971	35535
2069	79008	35496
2070	79045	35457
2071	79083	35419
2072	79120	35380
2073	79157	35342
2074	79195	35303
2075	79232	35265
2076	79272	35227
2077	79310	35189
2078	79347	35151
2079	79385	35112
2080	79423	35074
2081	79462	35036
2082	79500	34998
2083	79538	34960
2084	79576	34922
2085	79613	34883
2086	79650	34844
2087	79687	34806
2088	79725	34768
2089	79766	34730
2090	79805	34692
2091	79843	34654
2092	79880	34616
2093	79917	34577
2094	79956	34539
2095	79995	34501
2096	80033	34463
2097	80071	34425
2098	80108	34386
2099	80146	34348
2100	80186	34311
2101	80224	34272
2102	80261	34234
2103	80301	34196
2104	80339	34158
2105	80376	34119
2106	80414	34081
2107	80451	34042
2108	80488	34004
2109	80525	33965
2110	80563	33927
2111	80600	33888
2112	80639	33850
2113	80677	33812
2114	80714	33773
2115	80751	33735
2116	80788	33696
2117	80826	33658
2118	80864	33620
2119	80901	33581
2120	80938	33543
2121	80975	33504
2122	81012	33465
2123	81050	33427
2124	81087	33389
2125	81125	33350
2126	81162	33312
2127	81200	33273
2128	81237	33235
2129	81278	33198
2130	81316	33160
2131	81354	33121
2132	81391	33083
2133	81428	33044
2134	81465	33006
2135	81504	32967
2136	81542	32929
2137	81579	32891
2138	81616	32852
2139	81654	32814
2140	81691	32775
2141	81729	32737
2142	81767	32699
2143	81805	32660
2144	81842	32622
2145	81879	32583
2146	81917	32545
2147	81955	32507
2148	81993	32469
2149	82030	32430
2150	82068	32392
2151	82106	32354
2152	82144	32315
2153	82181	32277
2154	82219	32239
2155	82258	32201
2156	82296	32163
2157	82334	32125
2158	82372	32086
2159	82410	32048
2160	82448	32010
2161	82485	31971
2162	82523	31933
2163	82561	31895
2164	82600	31857
2165	82637	31818
2166	82674	31780
2167	82711	31741
2168	82748	31703
2169	82785	31664
2170	82824	31626
2171	82861	31588
2172	82899	31549
2173	82936	31511
2174	82974	31473
2175	83012	31435
2176	83050	31396
2177	83089	31358
2178	83126	31320
2179	83162	31281
2180	83199	31242
2181	83237	31204
2182	83278	31167
2183	83315	31128
2184	83352	31090
2185	83389	31051
2186	83427	31013
2187	83465	30975
2188	83503	30937
2189	83540	30898
2190	83577	30859
2191	83614	30821
2192	83651	30782
2193	83690	30744
2194	83728	30706
2195	83765	30668
2196	83802	30629
2197	83839	30590
2198	83876	30552
2199	83915	30514
2200	83952	30476
2201	83989	30437
2202	84026	30399
2203	84064	30360
2204	84102	30322
2205	84140	30284
2206	84178	30246
2207	84215	30207
2208	84254	30170
2209	84292	30131
2210	84331	30093
2211	84369	30055
2212	84406	30017
2213	84444	29978
2214	84481	29940
2215	84519	29902
2216	84556	29863
2217	84594	29825
2218	84632	29787
2219	84670	29749
2220	84707	29710
2221	84745	29672
2222	84783	29634
2223	84822	29596
2224	84859	29557
2225	84897	29519
2226	84935	29481
2227	84973	29443
2228	85010	29404
2229	85047	29366
2230	85085	29327
2231	85122	29289
2232	85159	29250
2233	85196	29212
2234	85236	29174
2235	85277	29137
2236	85315	29099
2237	85352	29061
2238	85389	29022
2239	85426	28983
2240	85465	28946
2241	85501	28907
2242	85538	28868
2243	85576	28830
2244	85614	28792
2245	85652	28754
2246	85690	28715
2247	85727	28677
2248	85765	28639
2249	85803	28601
2250	85840	28562
2251	85878	28524
2252	85916	28486
2253	85953	28447
2254	85991	28409
2255	86027	28370
2256	86066	28333
2257	86104	28294
2258	86142	28256
2259	86178	28217
2260	86215	28179
2261	86255	28141
2262	86293	28103
2263	86332	28065
2264	86368	28026
2265	86407	27989
2266	86445	27950
2267	86482	27912
2268	86519	27873
2269	86559	27836
2270	86596	27797
2271	86634	27759
2272	86671	27721
2273	86708	27682
2274	86746	27644
2275	86785	27606
2276	86825	27569
2277	86863	27531
2278	86902	27492
2279	86938	27454
2280	86975	27415
2281	87014	27378
2282	87052	27339
2283	87090	27301
2284	87127	27263
2285	87164	27224
2286	87203	27186
2287	87243	27149
2288	87284	27111
2289	87323	27074
2290	87363	27036
2291	87402	26998
2292	87441	26960
2293	87478	26922
2294	87516	26884
2295	87554	26845
2296	87591	26807
2297	87629	26769
2298	87667	26731
2299	87704	26692
2300	87741	26654
2301	87778	26615
2302	87817	26577
2303	87855	26539
2304	87892	26501
2305	87929	26462
2306	87966	26424
2307	88003	26385
2308	88042	26347
2309	88080	26309
2310	88118	26271
2311	88155	26233
2312	88192	26194
2313	88231	26156
2314	88270	26119
2315	88308	26080
2316	88346	26042
2317	88383	26004
2318	88421	25965
2319	88458	25927
2320	88496	25889
2321	88533	25850
2322	88571	25812
2323	88607	25774
2324	88644	25735
2325	88682	25697
2326	88721	25659
2327	88758	25621
2328	88795	25582
2329	88832	25544
2330	88870	25506
2331	88911	25468
2332	88950	25430
2333	88990	25393
2334	89030	25355
2335	89070	25317
2336	89108	25279
2337	89146	25241
2338	89183	25203
2339	89223	25165
2340	89261	25127
2341	89299	25089
2342	89337	25051
2343	89373	25012
2344	89411	24974
2345	89449	24935
2346	89486	24897
2347	89523	24859
2348	89562	24821
2349	89600	24783
2350	89637	24744
2351	89673	24705
2352	89710	24667
2353	89747	24629
2354	89787	24591
2355	89825	24553
2356	89862	24514
2357	89900	24476
2358	89937	24438
2359	89974	24399
2360	90012	24361
2361	90049	24323
2362	90087	24285
2363	90125	24246
2364	90163	24208
2365	90202	24170
2366	90241	24132
2367	90278	24094
2368	90316	24056
2369	90353	24017
2370	90390	23979
2371	90429	23941
2372	90467	23903
2373	90504	23865
2374	90540	23826
2375	90579	23788
2376	90616	23750
2377	90656	23712
2378	90693	23674
2379	90730	23635
2380	90767	23597
2381	90804	23558
2382	90842	23520
2383	90883	23483
2384	90920	23444
2385	90957	23406
2386	90994	23368
2387	91031	23329
2388	91069	23291
2389	91106	23253
2390	91143	23214
2391	91180	23176
2392	91219	23138
2393	91256	23100
2394	91293	23061
2395	91331	23023
2396	91369	22985
2397	91406	22946
2398	91443	22908
2399	91481	22870
2400	91519	22832
2401	91558	22794
2402	91595	22755
2403	91634	22717
2404	91672	22679
2405	91709	22641
2406	91747	22603
2407	91785	22565
2408	91822	22526
2409	91860	22488
2410	91897	22450
2411	91935	22412
2412	91972	22373
2413	92010	22335
2414	92048	22297
2415	92086	22259
2416	92123	22220
2417	92160	22182
2418	92199	22144
2419	92238	22106
2420	92277	22068
2421	92314	22030
2422	92351	21992
2423	92389	21953
2424	92426	21915
2425	92465	21877
2426	92502	21839
2427	92539	21800
2428	92577	21762
2429	92615	21724
2430	92652	21686
2431	92692	21648
2432	92729	21610
2433	92767	21572
2434	92804	21533
2435	92841	21495
2436	92879	21457
2437	92918	21419
2438	92955	21380
2439	92992	21342
2440	93030	21304
2441	93067	21265
2442	93104	21227
2443	93143	21189
2444	93181	21151
2445	93222	21114
2446	93260	21075
2447	93297	21037
2448	93335	20999
2449	93373	20961
2450	93411	20923
2451	93447	20884
2452	93484	20846
2453	93521	20807
2454	93558	20769
2455	93596	20731
2456	93634	20693
2457	93671	20655
2458	93709	20616
2459	93747	20578
2460	93783	20540
2461	93821	20502
2462	93859	20463
2463	93896	20425
2464	93933	20387
2465	93969	20348
2466	94006	20310
2467	94045	20272
2468	94082	20234
2469	94119	20195
2470	94157	20157
2471	94196	20119
2472	94234	20081
2473	94273	20043
2474	94312	20005
2475	94349	19967
2476	94387	19929
2477	94424	19890
2478	94462	19852
2479	94500	19814
2480	94538	19776
2481	94575	19738
2482	94613	19699
2483	94651	19661
2484	94692	19624
2485	94731	19586
2486	94770	19548
2487	94807	19510
2488	94844	19471
2489	94882	19433
2490	94920	19395
2491	94958	19357
2492	94995	19319
2493	95033	19280
2494	95070	19242
2495	95108	19204
2496	95145	19166
2497	95184	19128
2498	95225	19090
2499	95264	19052
2500	95305	19015
2501	95344	18977
2502	95383	18939
2503	95421	18901
2504	95458	18863
2505	95496	18824
2506	95533	18786
2507	95571	18748
2508	95609	18710
2509	95646	18672
2510	95684	18633
2511	95720	18595
2512	95758	18557
2513	95797	18519
2514	95834	18481
2515	95871	18442
2516	95908	18404
2517	95946	18366
2518	95983	18327
2519	96021	18289
2520	96059	18251
2521	96097	18213
2522	96134	18175
2523	96173	18137
2524	96213	18099
2525	96251	18061
2526	96289	18023
2527	96327	17985
2528	96365	17947
2529	96403	17908
2530	96441	17870
2531	96478	17832
2532	96516	17794
2533	96553	17756
2534	96591	17717
2535	96629	17679
2536	96667	17641
2537	96708	17604
2538	96746	17565
2539	96784	17527
2540	96822	17489
2541	96861	17451
2542	96899	17413
2543	96936	17375
2544	96973	17337
2545	97011	17298
2546	97048	17260
2547	97086	17222
2548	97123	17184
2549	97162	17146
2550	97200	17108
2551	97239	17070
2552	97277	17032
2553	97315	16994
2554	97353	16955
2555	97390	16917
2556	97428	16879
2557	97464	16840
2558	97502	16802
2559	97541	16765
2560	97581	16727
2561	97618	16688
2562	97656	16650
2563	97693	16612
2564	97732	16574
2565	97770	16536
2566	97807	16498
2567	97844	16459
2568	97880	16421
2569	97917	16383
2570	97955	16344
2571	97995	16307
2572	98035	16269
2573	98075	16231
2574	98112	16193
2575	98152	16155
2576	98192	16117
2577	98229	16079
2578	98266	16041
2579	98304	16003
2580	98341	15964
2581	98379	15926
2582	98416	15888
2583	98455	15850
2584	98492	15812
2585	98528	15773
2586	98565	15735
2587	98605	15697
2588	98643	15659
2589	98680	15621
2590	98717	15583
2591	98755	15544
2592	98792	15506
2593	98830	15468
2594	98870	15430
2595	98910	15392
2596	98948	15354
2597	98985	15316
2598	99023	15278
2599	99061	15240
2600	99098	15201
2601	99137	15163
2602	99178	15126
2603	99216	15088
2604	99253	15049
2605	99291	15011
2606	99328	14973
2607	99366	14935
2608	99403	14897
2609	99441	14859
2610	99479	14820
2611	99518	14782
2612	99556	14744
2613	99593	14706
2614	99630	14668
2615	99667	14630
2616	99706	14592
2617	99742	14553
2618	99780	14515
2619	99817	14477
2620	99855	14439
2621	99894	14401
2622	99931	14363
2623	99969	14324
2624	100006	14286
2625	100044	14248
2626	100081	14210
2627	100118	14171
2628	100158	14134
2629	100196	14096
2630	100234	14057
2631	100271	14019
2632	100309	13981
2633	100347	13943
2634	100386	13905
2635	100424	13867
2636	100461	13829
2637	100498	13790
2638	100535	13752
2639	100573	13714
2640	100610	13676
2641	100649	13638
2642	100687	13600
2643	100724	13561
2644	100761	13523
2645	100798	13485
2646	100836	13447
2647	100876	13409
2648	100913	13371
2649	100950	13333
2650	100988	13294
2651	101025	13256
2652	101064	13218
2653	101101	13180
2654	101140	13142
2655	101177	13104
2656	101214	13066
2657	101252	13027
2658	101291	12989
2659	101329	12951
2660	101367	12913
2661	101405	12875
2662	101442	12837
2663	101480	12799
2664	101518	12761
2665	101556	12723
2666	101594	12685
2667	101632	12646
2668	101669	12608
2669	101706	12570
2670	101746	12532
2671	101784	12494
2672	101822	12456
2673	101861	12418
2674	101898	12380
2675	101935	12341
2676	101973	12303
2677	102011	12265
2678	102048	12227
2679	102086	12189
2680	102124	12151
2681	102161	12113
2682	102201	12075
2683	102238	12037
2684	102275	11998
2685	102313	11960
2686	102351	11922
2687	102389	11884
2688	102428	11846
2689	102465	11808
2690	102502	11770
2691	102539	11731
2692	102578	11693
2693	102616	11655
2694	102654	11617
2695	102691	11579
2696	102728	11541
2697	102766	11503
2698	102805	11465
2699	102842	11426
2700	102880	11388
2701	102917	11350
2702	102954	11312
2703	102992	11274
2704	103030	11236
2705	103069	11198
2706	103107	11160
2707	103147	11122
2708	103185	11084
2709	103223	11046
2710	103260	11007
2711	103297	10969
2712	103335	10931
2713	103372	10893
2714	103409	10855
2715	103448	10817
2716	103486	10779
2717	103524	10740
2718	103561	10702
2719	103599	10664
2720	103639	10626
2721	103677	10588
2722	103714	10550
2723	103752	10512
2724	103790	10474
2725	103827	10436
2726	103865	10397
2727	103903	10359
2728	103941	10321
2729	103977	10283
2730	104015	10245
2731	104052	10207
2732	104090	10169
2733	104129	10131
2734	104168	10093
2735	104205	10054
2736	104243	10016
2737	104280	9978
2738	104317	9940
2739	104355	9902
2740	104393	9864
2741	104430	9826
2742	104467	9787
2743	104505	9749
2744	104542	9711
2745	104580	9673
2746	104619	9635
2747	104656	9597
2748	104694	9559
2749	104732	9521
2750	104769	9482
2751	104808	9444
2752	104846	9406
2753	104883	9368
2754	104921	9330
2755	104958	9292
2756	104997	9254
2757	105035	9216
2758	105073	9178
2759	105111	9140
2760	105153	9102
2761	105192	9064
2762	105233	9026
2763	105273	8988
2764	105311	8950
2765	105348	8912
2766	105386	8874
2767	105422	8835
2768	105461	8798
2769	105502	8760
2770	105541	8722
2771	105577	8683
2772	105614	8645
2773	105652	8607
2774	105691	8569
2775	105729	8531
2776	105767	8493
2777	105806	8455
2778	105844	8417
2779	105882	8379
2780	105919	8341
2781	105957	8302
2782	105994	8264
2783	106031	8226
2784	106068	8188
2785	106106	8150
2786	106146	8112
2787	106187	8074
2788	106227	8036
2789	106264	7998
2790	106302	7960
2791	106341	7922
2792	106379	7884
2793	106417	7846
2794	106454	7807
2795	106492	7769
2796	106530	7731
2797	106568	7693
2798	106606	7655
2799	106643	7617
2800	106681	7579
2801	106718	7541
2802	106756	7503
2803	106793	7464
2804	106831	7426
2805	106869	7388
2806	106908	7350
2807	106945	7312
2808	106982	7274
2809	107019	7236
2810	107058	7198
2811	107097	7160
2812	107136	7122
2813	107174	7084
2814	107211	7045
2815	107249	7007
2816	107287	6969
2817	107326	6931
2818	107364	6893
2819	107402	6855
2820	107439	6817
2821	107476	6779
2822	107515	6741
2823	107553	6703
2824	107589	6664
2825	107626	6626
2826	107664	6588
2827	107703	6550
2828	107741	6512
2829	107779	6474
2830	107815	6436
2831	107853	6398
2832	107892	6360
2833	107931	6322
2834	107969	6283
2835	108006	6245
2836	108043	6207
2837	108081	6169
2838	108120	6131
2839	108158	6093
2840	108196	6055
2841	108233	6017
2842	108271	5979
2843	108308	5940
2844	108346	5902
2845	108384	5864
2846	108422	5826
2847	108459	5788
2848	108497	5750
2849	108535	5712
2850	108573	5674
2851	108612	5636
2852	108649	5598
2853	108686	5559
2854	108723	5521
2855	108761	5483
2856	108800	5445
2857	108839	5407
2858	108876	5369
2859	108913	5331
2860	108950	5293
2861	108987	5255
2862	109025	5217
2863	109063	5179
2864	109103	5141
2865	109142	5102
2866	109179	5064
2867	109217	5026
2868	109255	4988
2869	109293	4950
2870	109331	4912
2871	109368	4874
2872	109406	4836
2873	109443	4798
2874	109481	4760
2875	109518	4721
2876	109556	4683
2877	109593	4645
2878	109634	4607
2879	109679	4569
2880	109724	4532
2881	109765	4494
2882	109804	4456
2883	109842	4418
2884	109880	4379
2885	109917	4341
2886	109955	4303
2887	109993	4265
2888	110030	4227
2889	110069	4189
2890	110108	4151
2891	110145	4113
2892	110183	4075
2893	110222	4037
2894	110259	3999
2895	110296	3960
2896	110334	3922
2897	110372	3884
2898	110409	3846
2899	110447	3808
2900	110484	3770
2901	110522	3732
2902	110559	3694
2903	110597	3656
2904	110636	3618
2905	110673	3579
2906	110711	3541
2907	110748	3503
2908	110785	3465
2909	110823	3427
2910	110861	3389
2911	110899	3351
2912	110937	3313
2913	110974	3275
2914	111013	3237
2915	111050	3198
2916	111090	3160
2917	111130	3122
2918	111171	3084
2919	111211	3046
2920	111252	3008
2921	111290	2970
2922	111328	2932
2923	111366	2894
2924	111403	2856
2925	111440	2818
2926	111478	2780
2927	111517	2742
2928	111555	2704
2929	111593	2666
2930	111629	2627
2931	111667	2589
2932	111705	2551
2933	111744	2513
2934	111782	2475
2935	111819	2437
2936	111856	2399
2937	111894	2361
2938	111932	2323
2939	111970	2285
2940	112007	2246
2941	112044	2208
2942	112083	2170
2943	112121	2132
2944	112160	2094
2945	112198	2056
2946	112235	2018
2947	112273	1980
2948	112310	1942
2949	112347	1904
2950	112387	1866
2951	112425	1828
2952	112462	1789
2953	112499	1751
2954	112537	1713
2955	112577	1675
2956	112617	1637
2957	112656	1599
2958	112696	1561
2959	112735	1523
2960	112774	1485
2961	112812	1447
2962	112850	1409
2963	112888	1371
2964	112925	1333
2965	112963	1294
2966	113001	1256
2967	113039	1218
2968	113079	1180
2969	113118	1142
2970	113155	1104
2971	113193	1066
2972	113231	1028
2973	113271	990
2974	113310	952
2975	113350	914
2976	113388	876
2977	113425	837
2978	113463	799
2979	113502	761
2980	113539	723
2981	113577	685
2982	113614	647
2983	113652	609
2984	113690	571
2985	113729	533
2986	113766	495
2987	113804	457
2988	113841	418
2989	113879	380
2990	113920	342
2991	113957	304
2992	113994	266
2993	114032	228
2994	114073	190
2995	114112	152
2996	114150	114
2997	114188	76
2998	114226	38
2999	114264	0
